attribute_Decimal,attribute_bool,attribute_Int,attribute_string,attribute_datetime,attribute_timeuuid
-124713.27,TRUE,918908,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8178
-242441.64,TRUE,1776644,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8462
-224616.57,TRUE,1646776,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8419
-361828.16,TRUE,2646462,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8750
-61289.18,TRUE,456817,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8025
-243408.89,FALSE,1783692,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04305
-427048.57,FALSE,3121640,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04748
-371086.14,FALSE,2713913,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04613
-140880.19,TRUE,1036695,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8217
-67092.69,TRUE,499100,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8039
-320374.51,TRUE,2344442,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8650
-102328.29,TRUE,755817,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8124
-186893.74,TRUE,1371938,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8328
-450538.98,TRUE,3292785,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8964
-331290.64,FALSE,2423974,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04517
-136734.82,TRUE,1006493,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8207
-143505.59,FALSE,1055823,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04064
-275742.74,FALSE,2019267,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04383
-349806.6,TRUE,2558876,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8721
-386009.46,FALSE,2822640,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04649
-347872.1,FALSE,2544782,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04557
-300476.75,TRUE,2199472,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8602
-210245.97,TRUE,1542076,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04225
-451782.59,TRUE,3301845,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8967
-254048.66,TRUE,1861210,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8490
-445288.18,TRUE,3254529,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04792
-37660.59,TRUE,284666,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7968
-14446.55,TRUE,115534,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7912
-106059.12,TRUE,782999,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8133
-151243.6,TRUE,1112200,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8242
-377166.01,TRUE,2758209,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8787
-9472.11,TRUE,79292,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7900
-107717.27,TRUE,795079,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8137
-216049.48,FALSE,1584358,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04239
-297298.64,TRUE,2176318,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04435
-295502.32,TRUE,2163230,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8590
-351464.75,TRUE,2570957,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8725
-258194.03,TRUE,1891412,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8500
-184821.06,TRUE,1356837,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8323
-391674.79,TRUE,2863916,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8822
-321756.3,FALSE,2354509,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04494
-151381.78,FALSE,1113207,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04083
-31166.19,TRUE,237349,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03793
-129687.7,TRUE,955150,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8190
-456342.49,TRUE,3335068,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8978
-135629.39,TRUE,998440,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04045
-378962.34,FALSE,2771297,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04632
-392227.51,FALSE,2867943,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04664
-265655.69,TRUE,1945776,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8518
-93761.2,FALSE,693399,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03944
-380205.95,FALSE,2780358,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04635
-60874.64,TRUE,453797,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8024
-106197.3,FALSE,784005,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03974
-192835.43,TRUE,1415227,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04183
-287349.76,TRUE,2103833,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04411
-192420.9,FALSE,1412207,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04182
-75521.6,FALSE,560511,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03900
-133142.17,TRUE,980318,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04039
-290251.52,FALSE,2124974,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04418
-292186.02,TRUE,2139068,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8582
-135076.68,TRUE,994413,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8203
-62532.79,TRUE,465878,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8028
-295916.85,TRUE,2166250,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8591
-219780.31,FALSE,1611540,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04248
-427739.47,TRUE,3126674,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8909
-100808.33,TRUE,744743,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03961
-288178.84,FALSE,2109873,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04413
-452335.3,FALSE,3305872,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04809
-58940.14,FALSE,439703,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03860
-168377.78,FALSE,1237035,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04124
-306694.8,TRUE,2244775,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8617
-227103.79,TRUE,1664897,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8425
-32271.62,TRUE,245403,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7955
-51754.84,TRUE,387352,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8002
-155388.97,TRUE,1142402,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8252
-251561.44,TRUE,1843089,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8484
-247416.08,TRUE,1812887,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8474
-72481.66,TRUE,538362,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8052
-62670.96,FALSE,466884,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03869
-111033.56,TRUE,819241,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8145
-17348.3,TRUE,136676,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7919
-352846.54,FALSE,2581024,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04569
-342897.66,FALSE,2508540,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04545
-407841.72,TRUE,2981704,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8861
-117666.14,TRUE,867564,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8161
-193940.87,TRUE,1423281,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8345
-254186.84,FALSE,1862217,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04331
-60460.1,TRUE,450777,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8023
-211904.12,FALSE,1554156,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04229
-162574.27,FALSE,1194753,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04110
-300891.29,TRUE,2202493,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8603
-229729.19,FALSE,1684025,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04272
-331152.46,TRUE,2422967,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8676
-98321.11,TRUE,726622,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03955
-2148.63,FALSE,25935,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03723
-364039.02,FALSE,2662570,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04596
-31857.08,TRUE,242383,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7954
-412125.26,FALSE,3012913,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04712
-334468.75,TRUE,2447129,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8684
-429397.61,TRUE,3138755,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8913
-356577.36,FALSE,2608206,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04578
-338199.58,TRUE,2474311,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8693
-304760.3,TRUE,2230681,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04453
-268695.62,TRUE,1967924,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04366
-138392.97,TRUE,1018574,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8211
-408394.43,FALSE,2985731,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04703
-324519.87,TRUE,2374644,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8660
-34344.3,TRUE,260504,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7960
-71238.05,TRUE,529302,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8049
-27297.18,TRUE,209161,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7943
-87404.98,TRUE,647090,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8088
-338614.11,TRUE,2477331,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8694
-16519.23,TRUE,130635,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7917
-393885.65,FALSE,2880024,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04668
-323690.8,TRUE,2368604,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8658
-376475.12,FALSE,2753176,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04626
-79666.96,TRUE,590713,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03910
-313880.1,FALSE,2297126,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04475
-393747.47,TRUE,2879017,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8827
-378824.16,TRUE,2770290,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8791
-53136.62,FALSE,397420,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03846
-361137.27,FALSE,2641428,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04589
-245067.04,TRUE,1795772,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04309
-234565.45,TRUE,1719261,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8443
-166305.1,FALSE,1221934,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04119
-27020.82,FALSE,207147,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03783
-96110.24,TRUE,710514,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8109
-6984.89,TRUE,61171,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7894
-279473.57,FALSE,2046449,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04392
-54242.06,TRUE,405474,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8008
-375093.33,TRUE,2743108,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8782
-443906.39,TRUE,3244462,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8948
-320098.15,FALSE,2342429,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04490
-183301.09,FALSE,1345763,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04160
-56867.45,FALSE,424602,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03855
-373435.18,TRUE,2731028,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8778
-397063.77,TRUE,2903179,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8835
-347319.38,TRUE,2540755,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8715
-278091.78,TRUE,2036382,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8548
-391398.43,FALSE,2861903,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04662
-170865,FALSE,1255157,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04130
-24119.07,FALSE,186006,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03776
-182057.49,FALSE,1336702,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04157
-83674.15,TRUE,619908,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8079
-62256.43,TRUE,463864,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03868
-70961.7,TRUE,527288,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03889
-84088.69,TRUE,622928,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8080
-282651.68,TRUE,2069604,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8559
-87543.16,FALSE,648096,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03929
-49405.8,FALSE,370238,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03837
-397616.48,FALSE,2907206,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04677
-195737.19,FALSE,1436369,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04190
-293153.28,FALSE,2146116,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04425
-333363.32,TRUE,2439075,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04522
-114902.57,FALSE,847430,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03995
-422488.67,FALSE,3088418,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04737
-275604.56,TRUE,2018260,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8542
-452749.84,TRUE,3308893,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04810
-79114.25,TRUE,586686,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8068
-341930.41,TRUE,2501492,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8702
-28955.33,TRUE,221241,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7947
-122226.05,TRUE,900786,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8172
-402038.2,TRUE,2939421,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8847
-336955.97,TRUE,2465250,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8690
-415717.91,TRUE,3039088,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8880
-161607.02,TRUE,1187705,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8267
-20664.6,TRUE,160837,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7927
-436859.27,TRUE,3193118,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8931
-191591.83,TRUE,1406167,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04180
-131898.57,TRUE,971258,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04036
-100255.61,TRUE,740716,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8119
-104539.15,TRUE,771925,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03970
-52583.91,TRUE,393393,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8004
-91273.99,FALSE,675278,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03938
-111448.1,TRUE,822261,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8146
-414612.48,FALSE,3031034,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04718
-320789.04,TRUE,2347462,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8651
-288455.19,TRUE,2111887,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8573
-414197.94,TRUE,3028014,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04717
-155941.68,FALSE,1146429,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04094
-406183.57,TRUE,2969623,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8857
-235809.06,TRUE,1728321,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8446
-188966.43,TRUE,1387039,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8333
-381311.38,TRUE,2788411,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8797
-6708.53,FALSE,59157,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03734
-373573.36,FALSE,2732034,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04619
-62947.32,TRUE,468898,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8029
-431193.94,FALSE,3151842,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04758
-209416.9,FALSE,1536035,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04223
-313741.92,TRUE,2296119,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8634
-399965.52,TRUE,2924320,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8842
-185235.6,TRUE,1359857,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8324
-112415.35,FALSE,829308,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03989
-237467.2,TRUE,1740402,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8450
-275328.2,FALSE,2016247,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04382
-375646.04,TRUE,2747135,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04624
-443077.32,TRUE,3238421,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8946
-189380.96,TRUE,1390059,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8334
-290527.88,TRUE,2126988,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8578
-279888.11,TRUE,2049469,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04393
-431470.3,TRUE,3153856,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8918
-181504.77,TRUE,1332675,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8315
-55071.13,TRUE,411514,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8010
-242994.36,FALSE,1780671,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04304
-411158.01,TRUE,3005866,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8869
-131345.85,TRUE,967231,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8194
-317196.39,TRUE,2321287,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04483
-159534.33,TRUE,1172604,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8262
-148894.56,FALSE,1095086,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04077
-137702.08,FALSE,1013541,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04050
-266208.4,TRUE,1949803,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04360
-68750.83,TRUE,511181,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8043
-197809.87,TRUE,1451470,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04195
-208173.29,FALSE,1526975,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04220
-450124.44,TRUE,3289765,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8963
-5879.46,FALSE,53117,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03732
-263306.65,FALSE,1928661,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04353
-239539.88,TRUE,1755503,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8455
-176944.87,TRUE,1299453,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8304
-101913.76,TRUE,752797,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8123
-297575,TRUE,2178331,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8595
-228071.04,FALSE,1671944,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04268
-247830.61,TRUE,1815907,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8475
-108131.8,TRUE,798100,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8138
-186479.21,TRUE,1368917,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8327
-252114.16,FALSE,1847116,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04326
-216740.37,TRUE,1589392,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8400
-359064.58,FALSE,2626327,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04584
-333777.86,FALSE,2442095,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04523
-8643.04,TRUE,73252,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c7898
-628.66,TRUE,14861,ASD,2017-06-01T07:00:00.000Z,0cb57510-476f-11e7-b589-699d41bdd4b3
-178188.48,TRUE,1308513,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8307
-102051.93,TRUE,753803,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03964
-120153.36,TRUE,885685,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8167
-438655.6,FALSE,3206206,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04776
-437273.81,TRUE,3196138,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8932
-296884.1,FALSE,2173297,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04434
-169068.67,TRUE,1242069,ASD,2017-05-27T07:00:00.000Z,5b784620-42cc-11e7-b315-350af36c8285
-73863.45,FALSE,548430,asd,2017-06-02T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03896
-170450.46,TRUE,1252136,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04129
-37384.24,TRUE,282652,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b03808
-202784.31,TRUE,1487712,ASD,2017-06-01T07:00:00.000Z,498de700-42c0-11e7-924f-714626b04207
